Reporting_Country,Flow,Commodity,Commodity_Type,Year,Value_Original,Value
Portugal,Exports,M,Manufactures,2012,"42,655,991,037",42656
Qatar,Exports,M,Manufactures,2012,"12,768,288,015",12768
Romania,Exports,M,Manufactures,2012,"45,392,909,007",45393
Russian Federation,Exports,M,Manufactures,2012,"101,966,226,444",101966
Rwanda,Exports,M,Manufactures,2012,"71,347,941",71
Saint Lucia,Exports,M,Manufactures,2012,"87,746,536",88
Saint Vincent and the Grenadines,Exports,M,Manufactures,2012,"9,302,990",9
Samoa,Exports,M,Manufactures,2012,"38,160,055",38
Sao Tome and Principe,Exports,M,Manufactures,2012,"699,670",1
Saudi Arabia,Exports,M,Manufactures,2012,"45,596,310,062",45596
Senegal,Exports,M,Manufactures,2012,"991,053,740",991
Serbia,Exports,M,Manufactures,2012,"6,930,290,376",6930
Seychelles,Exports,M,Manufactures,2012,"12,318,071",12
Singapore,Exports,M,Manufactures,2012,"282,707,925,016",282708
Slovak Republic,Exports,M,Manufactures,2012,"67,853,943,420",67854
Slovenia,Exports,M,Manufactures,2012,"26,059,126,645",26059
Solomon Islands,Exports,M,Manufactures,2012,"1,410,494",1
South Africa,Exports,M,Manufactures,2012,"35,112,789,010",35113
Spain,Exports,M,Manufactures,2012,"196,765,405,677",196765
Sri Lanka,Exports,M,Manufactures,2012,"6,501,325,104",6501
Sudan,Exports,M,Manufactures,2012,"123,999,017",124
Suriname,Exports,M,Manufactures,2012,"99,596,148",100
Swaziland,Exports,M,Manufactures,2012,"861,246,894",861
Sweden,Exports,M,Manufactures,2012,"127,229,302,082",127229
Switzerland,Exports,M,Manufactures,2012,"194,543,413,131",194543
Syrian Arab Republic,Exports,M,Manufactures,2012,"988,831,259",989
Tanzania,Exports,M,Manufactures,2012,"930,335,777",930
Thailand,Exports,M,Manufactures,2012,"162,860,519,420",162861
Togo,Exports,M,Manufactures,2012,"508,703,220",509
Tonga,Exports,M,Manufactures,2012,"4,006,920",4
Trinidad and Tobago,Exports,M,Manufactures,2012,"3,625,029,853",3625
Tunisia,Exports,M,Manufactures,2012,"12,130,110,227",12130
Turkey,Exports,M,Manufactures,2012,"107,886,968,204",107887
Uganda,Exports,M,Manufactures,2012,"803,169,579",803
Ukraine,Exports,M,Manufactures,2012,"40,911,411,885",40911
United Arab Emirates,Exports,M,Manufactures,2012,"69,129,765,577",69130
United Kingdom,Exports,M,Manufactures,2012,"338,205,542,263",338206
United States,Exports,M,Manufactures,2012,"1,101,905,037,199",1101905
Uruguay,Exports,M,Manufactures,2012,"2,001,656,828",2002
Uzbekistan,Exports,M,Manufactures,2012,"2,700,000,000",2700
Venezuela,Exports,M,Manufactures,2012,"1,894,495,000",1894
Viet Nam,Exports,M,Manufactures,2012,"78,586,369,917",78586
World,Exports,M,Manufactures,2012,"11,479,343,664,497",11479344
Yemen,Exports,M,Manufactures,2012,"261,509,374",262
Zambia,Exports,M,Manufactures,2012,"1,293,854,211",1294
Zimbabwe,Exports,M,Manufactures,2012,"339,471,120",339
Afghanistan,Imports,A,Agricultural products,2012,"1,247,964,086",1248
Albania,Imports,A,Agricultural products,2012,"888,866,455",889
Algeria,Imports,A,Agricultural products,2012,"10,754,507,435",10755
Angola,Imports,A,Agricultural products,2012,"4,474,550,076",4475
Antigua and Barbuda,Imports,A,Agricultural products,2012,"133,103,766",133
Argentina,Imports,A,Agricultural products,2012,"2,478,136,787",2478
Armenia,Imports,A,Agricultural products,2012,"848,900,605",849
Aruba,Imports,A,Agricultural products,2012,"399,644,978",400
Australia,Imports,A,Agricultural products,2012,"14,108,516,281",14109
Austria,Imports,A,Agricultural products,2012,"17,055,221,169",17055
Azerbaijan,Imports,A,Agricultural products,2012,"1,599,624,693",1600
Bahamas,Imports,A,Agricultural products,2012,"627,955,949",628
Bahrain,Imports,A,Agricultural products,2012,"1,138,337,733",1138
Bangladesh,Imports,A,Agricultural products,2012,"9,768,349,589",9768
Barbados,Imports,A,Agricultural products,2012,"355,356,997",355
Belarus,Imports,A,Agricultural products,2012,"4,193,316,300",4193
Belgium,Imports,A,Agricultural products,2012,"43,296,131,652",43296
Belize,Imports,A,Agricultural products,2012,"129,595,152",130
Benin,Imports,A,Agricultural products,2012,"567,996,733",568
Bermuda,Imports,A,Agricultural products,2012,"184,128,429",184
Bhutan,Imports,A,Agricultural products,2012,"137,815,662",138
Bolivia,Imports,A,Agricultural products,2012,"667,030,413",667
Bosnia and Herzegovina,Imports,A,Agricultural products,2012,"1,987,814,731",1988
Botswana,Imports,A,Agricultural products,2012,"774,781,418",775
Brazil,Imports,A,Agricultural products,2012,"13,108,959,792",13109
Brunei Darussalam,Imports,A,Agricultural products,2012,"506,841,427",507
Bulgaria,Imports,A,Agricultural products,2012,"3,315,899,597",3316
Burkina Faso,Imports,A,Agricultural products,2012,"543,595,926",544
Burundi,Imports,A,Agricultural products,2012,"90,208,820",90
Cabo Verde,Imports,A,Agricultural products,2012,"219,045,465",219
Cambodia,Imports,A,Agricultural products,2012,"584,531,759",585
Cameroon,Imports,A,Agricultural products,2012,"1,357,033,048",1357
Canada,Imports,A,Agricultural products,2012,"37,909,266,575",37909
Central African Republic,Imports,A,Agricultural products,2012,"73,928,703",74
Chile,Imports,A,Agricultural products,2012,"6,387,370,772",6387
China,Imports,A,Agricultural products,2012,"156,822,823,764",156823
Chinese Taipei,Imports,A,Agricultural products,2012,"14,990,274,074",14990
Colombia,Imports,A,Agricultural products,2012,"6,395,209,973",6395
Costa Rica,Imports,A,Agricultural products,2012,"2,154,984,816",2155
Côte d'Ivoire,Imports,A,Agricultural products,2012,"2,022,718,054",2023
Croatia,Imports,A,Agricultural products,2012,"2,652,535,495",2653
Cyprus,Imports,A,Agricultural products,2012,"1,293,828,416",1294
Czech Republic,Imports,A,Agricultural products,2012,"10,505,338,366",10505
Denmark,Imports,A,Agricultural products,2012,"15,197,581,998",15198
Dominica,Imports,A,Agricultural products,2012,"57,009,701",57
Dominican Republic,Imports,A,Agricultural products,2012,"2,776,402,787",2776
Ecuador,Imports,A,Agricultural products,2012,"2,203,411,878",2203
Egypt,Imports,A,Agricultural products,2012,"17,660,285,235",17660
El Salvador,Imports,A,Agricultural products,2012,"1,867,897,994",1868
Estonia,Imports,A,Agricultural products,2012,"2,140,895,131",2141
Ethiopia,Imports,A,Agricultural products,2012,"1,294,861,725",1295
Faeroe Islands,Imports,A,Agricultural products,2012,"200,086,912",200
Fiji,Imports,A,Agricultural products,2012,"481,858,756",482
Finland,Imports,A,Agricultural products,2012,"7,421,857,550",7422
France,Imports,A,Agricultural products,2012,"64,761,881,767",64762
French Polynesia,Imports,A,Agricultural products,2012,"449,129,352",449
FYR Macedonia,Imports,A,Agricultural products,2012,"903,011,069",903
Gabon,Imports,A,Agricultural products,2012,"652,735,412",653
Gambia,Imports,A,Agricultural products,2012,"132,210,671",132
Georgia,Imports,A,Agricultural products,2012,"1,319,716,486",1320
Germany,Imports,A,Agricultural products,2012,"110,210,944,087",110211
Ghana,Imports,A,Agricultural products,2012,"1,973,746,759",1974
Greece,Imports,A,Agricultural products,2012,"8,518,017,732",8518
Greenland,Imports,A,Agricultural products,2012,"172,322,479",172
Grenada,Imports,A,Agricultural products,2012,"77,446,497",77
Guatemala,Imports,A,Agricultural products,2012,"2,499,609,437",2500
Guinea,Imports,A,Agricultural products,2012,"312,976,643",313
Guyana,Imports,A,Agricultural products,2012,"281,941,050",282
Haiti,Imports,A,Agricultural products,2012,"689,477,687",689
Honduras,Imports,A,Agricultural products,2012,"1,538,882,000",1539
"Hong Kong, China",Imports,A,Agricultural products,2012,"25,003,043,340",25003
Hungary,Imports,A,Agricultural products,2012,"7,032,360,154",7032
Iceland,Imports,A,Agricultural products,2012,"540,166,862",540
India,Imports,A,Agricultural products,2012,"25,667,801,422",25668
Indonesia,Imports,A,Agricultural products,2012,"20,905,798,982",20906
Iran,Imports,A,Agricultural products,2012,"13,989,127,000",13989
Iraq,Imports,A,Agricultural products,2012,"13,337,457,752",13337
Ireland,Imports,A,Agricultural products,2012,"9,075,139,790",9075
Israel,Imports,A,Agricultural products,2012,"5,916,471,000",5916
Italy,Imports,A,Agricultural products,2012,"57,959,375,293",57959
Jamaica,Imports,A,Agricultural products,2012,"1,132,057,813",1132
Japan,Imports,A,Agricultural products,2012,"93,724,000,000",93724
Jordan,Imports,A,Agricultural products,2012,"3,838,033,001",3838
Kazakhstan,Imports,A,Agricultural products,2012,"4,442,477,116",4442
Kenya,Imports,A,Agricultural products,2012,"2,195,350,000",2195
Kiribati,Imports,A,Agricultural products,2012,"37,433,457",37
Korea,Imports,A,Agricultural products,2012,"33,076,095,630",33076
Kuwait,Imports,A,Agricultural products,2012,"3,848,969,043",3849
Kyrgyz Republic,Imports,A,Agricultural products,2012,"857,809,306",858
Latvia,Imports,A,Agricultural products,2012,"2,899,614,029",2900
Lebanese Republic,Imports,A,Agricultural products,2012,"3,436,256,945",3436
Lesotho,Imports,A,Agricultural products,2012,"570,272,857",570
Libya,Imports,A,Agricultural products,2012,"3,809,616,430",3810
Lithuania,Imports,A,Agricultural products,2012,"4,621,202,171",4621
Luxembourg,Imports,A,Agricultural products,2012,"3,179,591,178",3180
"Macao, China",Imports,A,Agricultural products,2012,"1,262,303,327",1262
Madagascar,Imports,A,Agricultural products,2012,"471,346,013",471
Malawi,Imports,A,Agricultural products,2012,"340,007,139",340
Malaysia,Imports,A,Agricultural products,2012,"21,428,819,581",21429
Maldives,Imports,A,Agricultural products,2012,"360,248,135",360
Mali,Imports,A,Agricultural products,2012,"490,214,843",490
Malta,Imports,A,Agricultural products,2012,"748,205,985",748
Mauritania,Imports,A,Agricultural products,2012,"464,699,317",465
Mauritius,Imports,A,Agricultural products,2012,"1,354,987,186",1355
Mexico,Imports,A,Agricultural products,2012,"27,075,977,924",27076
Moldova,Imports,A,Agricultural products,2012,"791,116,428",791
Mongolia,Imports,A,Agricultural products,2012,"496,427,928",496
Montenegro,Imports,A,Agricultural products,2012,"580,237,755",580
Montserrat,Imports,A,Agricultural products,2012,"7,417,217",7
Morocco,Imports,A,Agricultural products,2012,"6,420,656,887",6421
Mozambique,Imports,A,Agricultural products,2012,"856,855,060",857
Myanmar,Imports,A,Agricultural products,2012,"702,090,983",702
Namibia,Imports,A,Agricultural products,2012,"969,793,650",970
Nepal,Imports,A,Agricultural products,2012,"993,696,324",994
Netherlands,Imports,A,Agricultural products,2012,"71,648,425,689",71648
New Caledonia,Imports,A,Agricultural products,2012,"454,970,709",455
New Zealand,Imports,A,Agricultural products,2012,"4,306,589,209",4307
Nicaragua,Imports,A,Agricultural products,2012,"955,507,943",956
Niger,Imports,A,Agricultural products,2012,"581,030,491",581
Nigeria,Imports,A,Agricultural products,2012,"5,628,170,746",5628
Norway,Imports,A,Agricultural products,2012,"9,008,133,694",9008
Oman,Imports,A,Agricultural products,2012,"3,065,948,187",3066
Pakistan,Imports,A,Agricultural products,2012,"6,523,951,457",6524
Palau,Imports,A,Agricultural products,2012,"33,309,078",33
Panama,Imports,A,Agricultural products,2012,"1,757,299,985",1757
Papua New Guinea,Imports,A,Agricultural products,2012,"609,156,467",609
Paraguay,Imports,A,Agricultural products,2012,"995,730,535",996
Peru,Imports,A,Agricultural products,2012,"4,799,677,795",4800
Philippines,Imports,A,Agricultural products,2012,"7,240,216,577",7240
Poland,Imports,A,Agricultural products,2012,"20,280,546,388",20281
Portugal,Imports,A,Agricultural products,2012,"12,217,430,108",12217
Qatar,Imports,A,Agricultural products,2012,"2,700,885,369",2701
Romania,Imports,A,Agricultural products,2012,"7,126,162,002",7126
Russian Federation,Imports,A,Agricultural products,2012,"42,037,269,910",42037
Rwanda,Imports,A,Agricultural products,2012,"316,738,872",317
Saint Lucia,Imports,A,Agricultural products,2012,"145,476,107",145
Saint Vincent and the Grenadines,Imports,A,Agricultural products,2012,"105,153,449",105
Samoa,Imports,A,Agricultural products,2012,"97,559,506",98
Sao Tome and Principe,Imports,A,Agricultural products,2012,"44,027,041",44
Saudi Arabia,Imports,A,Agricultural products,2012,"22,600,120,250",22600
Senegal,Imports,A,Agricultural products,2012,"1,651,514,627",1652
Serbia,Imports,A,Agricultural products,2012,"1,762,679,961",1763
Seychelles,Imports,A,Agricultural products,2012,"193,765,328",194
Singapore,Imports,A,Agricultural products,2012,"13,952,746,244",13953
Slovak Republic,Imports,A,Agricultural products,2012,"6,093,988,332",6094
Slovenia,Imports,A,Agricultural products,2012,"3,983,201,566",3983
Solomon Islands,Imports,A,Agricultural products,2012,"93,684,676",94
South Africa,Imports,A,Agricultural products,2012,"7,388,794,706",7389
Spain,Imports,A,Agricultural products,2012,"41,405,602,865",41406
Sri Lanka,Imports,A,Agricultural products,2012,"2,278,385,269",2278
Sudan,Imports,A,Agricultural products,2012,"1,029,819,227",1030
Suriname,Imports,A,Agricultural products,2012,"295,161,566",295
Swaziland,Imports,A,Agricultural products,2012,"275,207,217",275
Sweden,Imports,A,Agricultural products,2012,"17,770,449,064",17770
Switzerland,Imports,A,Agricultural products,2012,"12,867,684,227",12868
Syrian Arab Republic,Imports,A,Agricultural products,2012,"1,706,714,228",1707
Tanzania,Imports,A,Agricultural products,2012,"1,130,377,100",1130
Thailand,Imports,A,Agricultural products,2012,"16,844,347,987",16844
Togo,Imports,A,Agricultural products,2012,"271,739,423",272
Tonga,Imports,A,Agricultural products,2012,"60,840,544",61
Trinidad and Tobago,Imports,A,Agricultural products,2012,"1,040,374,847",1040
Tunisia,Imports,A,Agricultural products,2012,"2,698,376,395",2698
Turkey,Imports,A,Agricultural products,2012,"16,369,681,807",16370
Tuvalu,Imports,A,Agricultural products,2012,"5,660,359",6
Uganda,Imports,A,Agricultural products,2012,"719,799,107",720
Ukraine,Imports,A,Agricultural products,2012,"8,036,453,040",8036
United Arab Emirates,Imports,A,Agricultural products,2012,"16,290,093,342",16290
United Kingdom,Imports,A,Agricultural products,2012,"68,629,930,634",68630
United States,Imports,A,Agricultural products,2012,"141,848,942,000",141849
Uruguay,Imports,A,Agricultural products,2012,"1,316,022,871",1316
Venezuela,Imports,A,Agricultural products,2012,"8,535,868,000",8536
Viet Nam,Imports,A,Agricultural products,2012,"13,240,982,550",13241
World,Imports,A,Agricultural products,2012,"1,767,104,000,000",1767104
Yemen,Imports,A,Agricultural products,2012,"3,713,938,812",3714
Zambia,Imports,A,Agricultural products,2012,"537,484,060",537
Zimbabwe,Imports,A,Agricultural products,2012,"863,210,369",863
Afghanistan,Imports,F,Fuels and mining products,2012,"3,117,559,840",3118
Albania,Imports,F,Fuels and mining products,2012,"1,106,536,079",1107
Algeria,Imports,F,Fuels and mining products,2012,"5,654,802,299",5655
Angola,Imports,F,Fuels and mining products,2012,"1,227,626,229",1228
Antigua and Barbuda,Imports,F,Fuels and mining products,2012,"5,796,747",6
Argentina,Imports,F,Fuels and mining products,2012,"10,823,929,441",10824
Armenia,Imports,F,Fuels and mining products,2012,"998,925,903",999
Aruba,Imports,F,Fuels and mining products,2012,"890,789,649",891
Australia,Imports,F,Fuels and mining products,2012,"46,043,900,376",46044
Austria,Imports,F,Fuels and mining products,2012,"30,776,963,057",30777
Azerbaijan,Imports,F,Fuels and mining products,2012,"271,275,909",271
Bahamas,Imports,F,Fuels and mining products,2012,"904,376,707",904
Bahrain,Imports,F,Fuels and mining products,2012,"6,979,691,540",6980
Bangladesh,Imports,F,Fuels and mining products,2012,"3,218,122,578",3218
Barbados,Imports,F,Fuels and mining products,2012,"559,813,996",560
Belarus,Imports,F,Fuels and mining products,2012,"19,387,174,400",19387
Belgium,Imports,F,Fuels and mining products,2012,"94,564,247,256",94564
Belize,Imports,F,Fuels and mining products,2012,"147,648,473",148
Benin,Imports,F,Fuels and mining products,2012,"342,100,455",342
Bermuda,Imports,F,Fuels and mining products,2012,"83,683,819",84
Bhutan,Imports,F,Fuels and mining products,2012,"228,591,688",229
Bolivia,Imports,F,Fuels and mining products,2012,"1,357,606,486",1358
Bosnia and Herzegovina,Imports,F,Fuels and mining products,2012,"2,382,991,699",2383
Botswana,Imports,F,Fuels and mining products,2012,"1,357,046,399",1357
Brazil,Imports,F,Fuels and mining products,2012,"46,748,065,958",46748
Brunei Darussalam,Imports,F,Fuels and mining products,2012,"401,886,306",402
Bulgaria,Imports,F,Fuels and mining products,2012,"11,180,434,527",11180
Burkina Faso,Imports,F,Fuels and mining products,2012,"771,037,017",771
Burundi,Imports,F,Fuels and mining products,2012,"16,546,820",17
Cabo Verde,Imports,F,Fuels and mining products,2012,"115,941,798",116
Cambodia,Imports,F,Fuels and mining products,2012,"1,080,493,536",1080
Cameroon,Imports,F,Fuels and mining products,2012,"2,076,075,283",2076
Canada,Imports,F,Fuels and mining products,2012,"64,797,218,575",64797
Central African Republic,Imports,F,Fuels and mining products,2012,"6,131,201",6
Chile,Imports,F,Fuels and mining products,2012,"19,384,777,266",19385
China,Imports,F,Fuels and mining products,2012,"533,783,079,145",533783
Chinese Taipei,Imports,F,Fuels and mining products,2012,"88,845,369,300",88845
Colombia,Imports,F,Fuels and mining products,2012,"6,606,493,338",6606
Costa Rica,Imports,F,Fuels and mining products,2012,"2,664,999,290",2665
Côte d'Ivoire,Imports,F,Fuels and mining products,2012,"3,119,391,243",3119
Croatia,Imports,F,Fuels and mining products,2012,"5,370,210,382",5370
